UniProt,PFAM,Count
A0A024R2C5,AAA,1
A0A024R2C5,AAA_lid_3,1
A0A024R2C5,MIT,1
A0A024R2C5,TIP49,1
A0A024R2C5,Vps4_C,1
A0A024R2I7,SAP,1
A0A024R2I7,zf-C3HC4,1
A0A024R2I7,zf-C3HC4_2,1
A0A024RA28,HnRNPA1,1
A0A024RA28,RRM_1,1
A0A087WXK8,FAM83,1
A0A087WXK8,PLDc_2,1
A0A087X0P0,Kinesin,1
A0A087X0P0,Microtub_bd,1
A0A096LP39,PRY,1
A0A096LP39,Rpr2,1
A0A096LP39,zf-B_box,1
A0A096LP39,zf-C3HC4,1
A0A096LP39,zf-C3HC4_2,1
A0A096LP39,zf-C3HC4_3,1
A0A096LP39,zf-C3HC4_4,1
A0A096LP39,zf-RING_2,1
A0A096LP39,zf-RING_5,1
A0A096LP39,zf-RING_UBOX,1
A0A0A0MSI0,AhpC-TSA,1
A0A0A0MSI0,Redoxin,1
A0A0B4J1W3,NatA_aux_su,1
A0A0B4J1W3,TPR_8,1
A0A0B4J211,Bromodomain,1
A0A0D9SFK2,Myosin_head,2
A0A0D9SFK2,Myosin_tail_1,1
A0A0D9SFK2,PDZ,1
A0A0D9SFK2,PDZ_6,1
A0A0S2Z486,MAGE,1
A0A0S2Z4N6,P53,1
A0A0S2Z4N6,P53_tetramer,1
A0A0S2Z4N6,SAM_2,1
A0A140TA76,FDF,1
A0A140TA76,LSM14,1
A0A140TA76,SM-ATX,1
A1L020,KH_1,2
A1L020,zf-C3HC4,1
A1L020,zf-C3HC4_3,1
A2RU78,Kinesin,2
A2RU78,Microtub_bd,1
A5JUM8,Arm_APC_u3,1
B0YIW2,Apo-CIII,1
B1AHB1,MCM,1
B1AHB1,MCM_N,1
B1AHB1,MCM_OB,1
B1AHB1,MCM_lid,1
B3VL86,Globin,1
B4DEH0,Ribosomal_L10,1
D3DWL9,CPSF_A,1
D3DWL9,MMS1_N,1
D6R9G8,Ank_2,1
D6R9G8,SNCAIP_SNCA_bd,1
E7EUT5,Gp_dh_C,1
E7EX17,RRM_1,1
E9PF55,PTB,1
E9PF55,PTEN_C2,1
E9PF55,SH2,1
E9PFZ2,Cu-oxidase,1
E9PFZ2,Cu-oxidase_2,1
E9PFZ2,Cu-oxidase_3,2
F8VQQ8,UQ_con,1
F8WD91,RRM_1,1
H0Y7V4,AAA_5,2
H0Y7V4,AAA_6,1
H0Y7V4,AAA_7,1
H0Y7V4,AAA_8,1
H0Y7V4,AAA_9,1
H0Y7V4,AAA_lid_1,1
H0Y7V4,DHC_N1,1
H0Y7V4,DHC_N2,1
H0Y7V4,Dynein_AAA_lid,1
H0Y7V4,Dynein_heavy,1
H0Y7V4,MT,1
H0YM90,I-set,2
H0YM90,Ig_2,1
H0YM90,Ig_3,1
H0YM90,LRRCT_2,1
H0YM90,LRRNT,1
H0YM90,LRR_8,1
H0YM90,PK_Tyr_Ser-Thr,1
H0YM90,Pkinase,1
H0YM90,ig,1
H7C0X8,Gelsolin,1
H7C1C2,Anillin,1
H7C1C2,PH,1
H7C1R0,Rad51,1
I7JB59,ABC2_membrane,1
I7JB59,ABC2_membrane_7,1
I7JB59,ABC_tran,1
K7EKI8,SH3_10,1
K7EKU0,G-patch,1
K7EKU0,zf-C2H2_jaz,1
O00148,DEAD,1
O00148,Helicase_C,1
O00148,ResIII,1
O00151,DUF4749,1
O00151,LIM,1
O00151,PDZ,1
O00151,PDZ_6,1
O00161,SNAP-25,1
O00217,Fer4,2
O00217,Fer4_10,1
O00217,Fer4_4,1
O00217,Fer4_7,1
